60,26404,1,1,0.005,0.1
60,26405,1,1,0.005,0.1
60,26406,1,1,0.005,0.1
60,26664,1,1,0.005,0.1
60,26665,1,1,0.005,0.1
60,26666,1,1,0.005,0.1
60,26667,1,1,0.005,0.1
60,26676,1,1,0.005,0.1
60,26677,1,1,0.005,0.1
60,26678,1,1,0.005,0.1
60,26679,1,1,0.005,0.1
60,26680,1,1,0.005,0.1
60,26681,1,1,0.005,0.1
60,26682,1,1,0.005,0.1
60,26934,1,1,0.005,0.1
60,26935,1,1,0.005,0.1
60,26938,1,1,0.005,0.1
60,26939,1,1,0.005,0.1
60,26940,1,1,0.005,0.1
60,26941,1,1,0.005,0.1
60,26942,1,1,0.005,0.1
60,26949,1,1,0.005,0.1
60,26950,1,1,0.005,0.1
60,26951,1,1,0.005,0.1
60,26952,1,1,0.005,0.1
60,26953,1,1,0.005,0.1
60,26954,1,1,0.005,0.1
60,26955,1,1,0.005,0.1
60,26956,1,1,0.005,0.1
60,26957,1,1,0.005,0.1
60,27207,1,1,0.005,0.1
60,27208,1,1,0.005,0.1
60,27209,1,1,0.005,0.1
60,27211,1,1,0.005,0.1
60,27212,1,1,0.005,0.1
60,27213,1,1,0.005,0.1
60,27214,1,1,0.005,0.1
60,27215,1,1,0.005,0.1
60,27216,1,1,0.005,0.1
60,27217,1,1,0.005,0.1
60,27220,1,1,0.005,0.1
60,27221,1,1,0.005,0.1
60,27222,1,1,0.005,0.1
60,27223,1,1,0.005,0.1
60,27224,1,1,0.005,0.1
60,27225,1,1,0.005,0.1
60,27226,1,1,0.005,0.1
60,27227,1,1,0.005,0.1
60,27228,1,1,0.005,0.1
60,27229,1,1,0.005,0.1
60,27230,1,1,0.005,0.1
60,27231,1,1,0.005,0.1
60,27481,1,1,0.005,0.1
60,27482,1,1,0.005,0.1
60,27485,1,1,0.005,0.1
60,27486,1,1,0.005,0.1
60,27487,1,1,0.005,0.1
60,27488,1,1,0.005,0.1
60,27489,1,1,0.005,0.1
60,27490,1,1,0.005,0.1
60,27493,1,1,0.005,0.1
60,27494,1,1,0.005,0.1
60,27495,1,1,0.005,0.1
60,27496,1,1,0.005,0.1
60,27497,1,1,0.005,0.1
60,27498,1,1,0.005,0.1
60,27499,1,1,0.005,0.1
60,27500,1,1,0.005,0.1
60,27501,1,1,0.005,0.1
60,27502,1,1,0.005,0.1
60,27503,1,1,0.005,0.1
60,27504,1,1,0.005,0.1
60,27505,1,1,0.005,0.1
60,27755,1,1,0.005,0.1
60,27756,1,1,0.005,0.1
60,27758,1,1,0.005,0.1
60,27759,1,1,0.005,0.1
60,27760,1,1,0.005,0.1
60,27761,1,1,0.005,0.1
60,27762,1,1,0.005,0.1
60,27763,1,1,0.005,0.1
60,27765,1,1,0.005,0.1
60,27766,1,1,0.005,0.1
60,27767,1,1,0.005,0.1
60,27768,1,1,0.005,0.1
60,27769,1,1,0.005,0.1
60,27770,1,1,0.005,0.1
60,27771,1,1,0.005,0.1
60,27772,1,1,0.005,0.1
60,27773,1,1,0.005,0.1
60,27774,1,1,0.005,0.1
60,27775,1,1,0.005,0.1
60,27776,1,1,0.005,0.1
60,27777,1,1,0.005,0.1
60,27778,1,1,0.005,0.1
60,27779,1,1,0.005,0.1
60,28029,1,1,0.005,0.1
60,28032,1,1,0.005,0.1
60,28033,1,1,0.005,0.1
60,28034,1,1,0.005,0.1
60,28035,1,1,0.005,0.1
60,28036,1,1,0.005,0.1
60,28037,1,1,0.005,0.1
60,28038,1,1,0.005,0.1
60,28040,1,1,0.005,0.1
60,28041,1,1,0.005,0.1
60,28042,1,1,0.005,0.1
60,28043,1,1,0.005,0.1
60,28044,1,1,0.005,0.1
60,28045,1,1,0.005,0.1
60,28046,1,1,0.005,0.1
60,28047,1,1,0.005,0.1
60,28048,1,1,0.005,0.1
60,28049,1,1,0.005,0.1
